2444,Soporte para 2 LNB Astra y Eutelsat. Antena hasta 120cm,TECATEL,,2,
2445,Adaptador F hembra-hembra (tuerca),TECATEL,,2,
2446,"Punto de Acceso Wifi + Antena Exterior AC 5Ghz, 25dBm (316mW),17dBi y 90º, x1 10/100/1000, GPS",UBIQUITI,,2,
2447,"Receptor SAT (S2), FULL HD, H.265, 1 Lector tarjetas, Wifi USB integrado",VIARK,,2,
2448,"Amplificador de interior Mini, 4 salidas, VHF/UHF, 24dB, 102dBu. Nova Mini 5G",NOVAMAX,,2,
2449,"DVR 5 n1 de 4ch 8Mpx + 2 IP hasta 8Mpx. H.265+, PTZ, alarmas 1 HDD",DAHUA,,2,
2450,Amplif. Mástil 40dB Conmutable 4G-5G,SATELITE ROVER,,2,
2451,"Receptor Linux IPTV, 4K,H.265, Wifi USB opcional",QVIART,,2,
2452,"Fuente de alimentación 12V/20.8A, 18 salidas. 250W. UPS",VARIAS,,2,
2456,Multiswitch autónomo 5 entradas y 16 salidas,LEMCO,,2,
2457,ONT GPON / 4GE/ 2POTS / WIFI 2.4/5GHZ AC / x2 USB. Conector SC/APC,TP-LINK,,2,
2458,"Receptor Android SAT (S2), 4K UHD, H.265, 1 Lector tarjetas, Wifi integrado, Multistream",VIARK,,2,
2459,Multiswitch autónomo 9 entradas y 8 salidas,LEMCO,,2,
2460,"Cámara IP bullet, 5Mpx, IR 30mts, fija 2.8mm, H265+, PoE802,3af, IP67",DAHUA,,2,
2461,"DVR 5 n1 de 8ch 4Mpx-n + 4 IP hasta 4Mpx-n. H.265Pro+, 1 HDD.",SAFIRE,,2,
2462,"Cable CAT5 UTP, Cobre, Polietileno Blanco (Exteriores). Bobina 305mts",KEYNET,,2,
2463,"Cámara bullet 4 en 1, 1080p Ultra Low Light, 2.8mm, IR 30mts. IP66, blanca.",HIKVISION,,2,
2464,"Receptor Android IPTV, 4K,H.265, Wifi integrado 2.4/5Ghz",QVIART,,2,
2465,"Receptor Android IPTV, 4K,H.265, Wifi integrado 2.4Ghz",QVIART,,2,
2466,"Receptor Android IPTV, 4K,H.265, Wifi integrado 2.4Ghz",QVIART,,2,
2467,"Receptor Android IPTV, 4K,H.265, Wifi integrado 2.4/5Ghz",QVIART,,2,
2468,Conector CAT6 UTP macho,TT,,2,
2469,"Amplificador de interior, 2 salidas, VHF/UHF, 24dB, 102dBu. Nova Mini 2. 4G",NOVAMAX,,2,
2470,"Receptor Android IPTV, 4K,H.265, Wifi integrado 2.4/5Ghz",GTMEDIA,,2,
2471,"Caja para hasta 8 adaptadores SC, 3E, para cassette, exterior. Blanca",TT,,2,
2472,Roseta superficie F.O. Capacidad 2 puertos SC,TT,,2,
2473,"Caja de distribución IP65 de 16 salidas, Blanca",TT,,2,
2474,"Caja de distribución con cassette, IP65, x16 salidas. Color blanca",TT,,2,
2475,"Cable 1F G657A2, SM, Plana, 2x3mm, LSZH, exterior, FRP, x2 guìas Kevlar. Bobinas de 1000mts",TT,,2,
2476,"Cable 2F G657A2, SM, Plana, 2x3mm, LSZH, exterior, FRP, x2 guìas Kevlar. Bobinas de 1000mts",TT,,2,
2477,"Racor para anclaje aéreo de cables de 3 a 7mm, 2,5Kn",VARIAS,,2,
2478,Taco brida para anclaje por impacto,VARIAS,,2,
2479,"Racor para anclaje aéreo de cables de 3 a 7mm, 2,5Kn",VARIAS,,2,
2480,"DVR 5 n1 de 4ch 5Mpx-n + 2 IP hasta 6Mpx. H.265+, PTZ, alarmas 1 HDD",DAHUA,,2,
2481,"Caja para 4 SC, 1E de cable, para exterior, con cierre de seguridad. Blanca",TT,,2,
2482,"Encapsulado acometida fusión IP68, 2p 158x45x16mm ABS V0 negro",KEYNET,,2,
2483,"Cable CAT 5e UTP, aluminio cobreado, para interior, color gris. 305mts",TT,,2,
2484,"Filtro de Rechazo LTE 5G C48, 45dB, Interior Conectores F",FAGOR,,2,
2485,"Filtro de Rechazo LTE 5G C48, 60dB. Exterior (mástil), Conectores F",FAGOR,,2,
2486,Antena 5G UHF activa. 17-34dB (pasiva / activa). C48. D/A 24dB. Embalaje de 5 uds,FAGOR,,2,
2487,Antena 5G UHF activa. 17-34dB (pasiva / activa). C48. D/A 24dB,FAGOR,,2,
2488,Antena 5G UHF pasiva. 17dB. C48. D/A 24dB,FAGOR,,2,
2489,Antena 5G UHF pasiva. 17dB. C48. D/A 24dB. Embalaje de 5 uds,FAGOR,,2,
2490,"Amplificador de mastil 5G, 4E (FM/BIII-DAB/UHF1/UHF2),18/18/38/38dB,114dBu. Paso DC conmutable",FAGOR,,2,
2491,"Amplificador de mástil 2 Entradas. 2x UHF, 36dB, 105dBuV",IKUSI,,2,
2492,"Amplificador de mástil 2 Entradas. UHF/ Mezcla satélite, 35dB, 105dBuV",IKUSI,,2,
2493,"Amplificador de interior 5G, 2 salidas, VHF/UHF, 24dB, 102dBu",NOVAMAX,,2,
2494,"Amplificador de mástil 2 Entradas. 1x UHF 1xDAB/BIII, 36dB, 105dBuV",IKUSI,,2,
2495,Latiguillo de conexión para alimentar módulos T12 Televes,TELEVES,,2,
2496,"Amplificador de mástil 5G, 3 Entradas. UHF / FM / Mezcla SAT, 28dB, ajustable 15dB,108/106dBuV",TELEVES,,2,
2497,"Cámara IP domo, 8Mpx, IR 30mts, 2.8mm, H265+, PoE802,3af, IP67, IK10",SAFIRE,,2,
2498,"Amplificador de mástil 5G, 3 Entradas. UHF / VHF /Mezcla SAT, 29dB, ajustable 15dB,104dBuV",TELEVES,,2,
2499,"Central programable 32 filtros, 5 Entradas x1 FM G:29dB x4 VHF-UHF G:75dB, Salida FM/VHF/UHF 122dBu. 532121",TELEVES,,2,
2500,"Antena Terrestre L 700 UHF C21-48, G 13dB, 18 elementos. Embalaje colectivo 6U. 112120",TELEVES,,2,
2501,"Filtro de Rechazo EasyF LTE C48, 25dB, Exterior DC Pass, Conector F. 405203",TELEVES,,2,
2502,"Filtro de Rechazo EasyF LTE C48, 25dB, Exterior , Conector F. 405202",TELEVES,,2,
2503,"Antena Terrestre ELLIPSE UHF C21-48, G 38dB BOSS ON. Embalaje Individual 1U. 148921",TELEVES,,2,
2504,"Antena Terrestre ELLIPSE UHF C21-48, G 38dB BOSS ON. Embalaje colectivo 8U. 148922",TELEVES,,2,
2505,"Antena Terrestre V ZENIT UHF C21-48, G 13dB. Embalaje colectivo 10U. 149222",TELEVES,,2,
2506,"Antena Terrestre ELLIPSE UHF C21-48, G 38dB BOSS ON. Embalaje colectivo 8U (SIN Alimentación). 148920",TELEVES,,2,
2507,"Filtro trampa UHF, 2 canales con 2 ajustes. Banda 47-862Mhz. Conector F",TELEVES,,2,
2508,"Latiguillo F.O. SC/APC-SC/ACP SM, 0.6mts, amarillo, LSZH-FR, G657A2 1.6mm",KEYNET,,2,
2509,"Antena parabólica Gama Alta de 97x87cms, 39,5dB, acero galvanizado. Embalaje individual. Gris",TRIAX,,2,
2510,"Cámara IP domo, 4Mpx, IR 30mts, lente motorizada 2.8-12mm, H265+, PoE802,3af, IP67",SAFIRE,,2,
2511,"Central programable 32 filtros, 6 Entradas x1 SAT G:41 x1 FM G:25dB x4 VHF-UHF G:71dB, Salida SAT/FM/VHF/UHF 118dBu. 532111",TELEVES,,2,
2512,"Central programable 32 filtros, 6 Entradas: x1 SAT G:41 x1 FM G:25dB x4 VHF-UHF G:71dB, Salida SAT/FM/VHF/UHF 118dBu. 532131",TELEVES,,2,
2513,"Switch de 16 puertos 10/100 POE, 300W, x2 puertos Gigabit, x1 SFP. Sobremesa",SAFIRE,,2,
2514,Switch de 8 puertos 10/100POE 144W + x2Gb UPLINK 10/100/1000. Hasta 250 metros,SAFIRE,,2,
2515,"Antena Terrestre V ZENIT UHF C21-48, G 13dB. Embalaje Individual 1U. 149221",TELEVES,,2,
2516,"Amplificador de Interior 5G, VHF/ UHF 18dB, 100 dBuV. 4 salidas",FAGOR,,2,
2517,"Amplificador de mástil 5G, 3 Entradas. FM/ DAB/ UHF,28/28/38dB,114dBuV, Paso DC conmutable",FAGOR,,2,
2518,"Amplificador de mástil 5G, 1 Entrada, 1 Salida. UHF (C21/48), 38 dB, 114BµV, Paso DC Conmutable",FAGOR,,2,
2519,"Kit de Amplificador mástil  5G AML 530 (3 entrada FM/BIII/UHF, 28/28/38dB, 114dBµV) + Fuente FA 252",FAGOR,,2,
2520,"Kit de Amplificador mástil  5G AML 510 (1 entrada UHF, 38dB, 114dBµV) + Fuente FA 252. Paso DC conmutable",FAGOR,,2,
2521,"Rack de 19, 12U, F450 / AN600 / AL635mm, vacío",TT,,2,
2522,"Amplificador de Interior 5G, VHF/ UHF 20dB/22dB, 105 dBuV. 2 salidas",FAGOR,,2,
2523,Fuente alimentación conmutada 24VDC 4.5A. Gama SZB,IKUSI,,2,
2524,"Cable CAT5e FTP, Cobre, Polietileno (exterior), blanco. Bobina 305mts",KEYNET,,2,
2525,"Rack de pared 19, 9U. F450 /  AN600 /  AL368 mm, Vacío",TT,,2,
2526,"Insertadora para conexionado por impacto tipo Krone. Para cables de pares (UTP, FTP,  telefonia y similares)",TT,,2,
2527,"Panel metálico con cepillo para racks 19, 1U, atornillado.",TT,,2,
2528,"Organizador guía-cables para rack 19, 1U, 5 anillas metálicas",TT,,2,
2529,Crimpadora metálica Premium con mango de goma para conectores RJ1X y RJ45,TT,,2,
2530,"Cámara IP 2.1Mpx, IR, 4mm, FULL HD. PoE 802.3af. Interior/Exterior, ángulo 87º",UBIQUITI,,2,
2531,"Cámara IP bullet, 2.1Mpx, IR 25mts, 3.6mm, H.264, micrófono. PoE 802.3af.Interior/Exterior. SIN INYECTOR POE",UBIQUITI,,2,
2532,"Receptor Android IPTV, 4K,H.265, Wifi integrado 2.4/5Ghz",GTMEDIA,,2,
2533,"Receptor COMBO (S2/S2X/T2), FULL HD, H.265, Wifi integrado",GTMEDIA,,2,
2534,"Receptor Android IPTV, 4K,H.265, Wifi integrado",GTMEDIA,,2,
2535,"Receptor COMBO (S2/T2), FULL HD, H.265, Wifi USB opcional",GTMEDIA,,2,
2536,"Receptor Android IPTV, 4K,H.265, Wifi integrado",GTMEDIA,,2,
2537,Mando original para Iris 1902HD Ver modelos compatibles.,IRIS,,2,
2538,Mando original para Iris 1800-4K,IRIS,,2,
2539,Mando original para Iris 1802-4K,IRIS,,2,
2540,"Receptor Android COMBO (S2/DVB-T2/C), 4K, H.265, Wifi integrado",GTMEDIA,,2,
2541,Latiguillo Cat 6 UTP 1mt. Rojo,TT,,2,
2542,Latiguillo Cat 6 UTP 1mt. Amarillo,TT,,2,
2543,Latiguillo Cat 6 UTP 1.5mts. Gris,TT,,2,
2544,Latiguillo Cat 6 UTP 2mts. Gris,TT,,2,
2545,Conector CAT5 FTP (blindado),TT,,2,
2546,Conector CAT5 UTP macho,TT,,2,
2547,Bandeja fija de F275mm para rack 19 con fondo de 450mm,TT,,2,
2548,Bandeja fija de F350mm para rack 19 de fondo 600mm,TT,,2,
2549,"Patch panel para rack de 19, x24 puertos vacío",TT,,2,
2550,"Latiguillo Cat 6 UTP 0,50mts. Azul",TT,,2,
2551,"Latiguillo Cat 6 UTP 0,50mts. Verde",TT,,2,
2552,"Latiguillo Cat 6 UTP 0,50mts. Amarillo",TT,,2,
2553,Latiguillo Cat 6 UTP 1mt. Gris,TT,,2,
2554,Mando original Apebox para S2. Compatible con C2 y C2 4K.,APEBOX,,2,
2555,Latiguillo Cat 6 UTP 1mt. Azul,TT,,2,
2556,"Latiguillo Cat 6 UTP 0,50mts. Rojo",TT,,2,
2557,Latiguillo Cat 6 UTP 1mt. Verde,TT,,2,
2558,Programador USB HF Intratone proximidad mifare. 12-0115,INTRATONE,,2,
2559,"Latiguillo Cat 5 UTP 0,25mts, color gris",TT,,2,
2560,"Latiguillo Cat 5 UTP 0,25mts, color verde",TT,,2,
2561,"Latiguillo Cat 5 UTP 0,25mts, color rojo",TT,,2,
2562,"Latiguillo Cat 5 UTP 0,25mts, color amarillo",TT,,2,
2563,"Latiguillo Cat 5 UTP 0,50mts, color gris",TT,,2,
2564,"Latiguillo Cat 5 UTP 0,50mts, color azul",TT,,2,
2565,"Latiguillo Cat 5 UTP 0,50mts, color verde",TT,,2,
2566,"Latiguillo Cat 5 UTP 0,50mts, color rojo",TT,,2,
2567,"Latiguillo Cat 5 UTP 0,50mts, color amarillo",TT,,2,
2568,"Latiguillo Cat 5 UTP 1mt, color gris",TT,,2,
2569,"Latiguillo Cat 5 UTP 1mt, color azul",TT,,2,
2570,"Latiguillo Cat 5 UTP 1mt, color verde",TT,,2,
2571,"Latiguillo Cat 5 UTP 1mt, color rojo",TT,,2,
2572,"Latiguillo Cat 5 UTP 1mt, color amarillo",TT,,2,
2573,"Latiguillo Cat 5 UTP 2mts, color gris",TT,,2,
2574,"Latiguillo Cat 5 UTP 1.5mts, color gris",TT,,2,
2575,"Central programable 32 filtros, 5 Entradas (x1 FM / x4 VHF-UHF), 35dB / VHF/UHF 93-113dBu. AGC (Control automático de ganancia)",FAGOR,,2,
2576,"Fotodetector de movimiento PIR , inalámbrico, anti-mascotas hasta 12mts, Grado 2",AJAX,,2,
2577,"Latiguillo Cat 6 UTP 0,25mts. Rojo",TT,,2,
2578,"Latiguillo Cat 6 UTP 0,25mts. Amarillo",TT,,2,
2579,"Latiguillo Cat 6 UTP 0,50mts. Gris",TT,,2,
2580,"Latiguillo Cat 5 UTP 0,25mts. Gris",TT,,2,
2581,"Latiguillo Cat 6 UTP 0,25mts. Azul",TT,,2,
2582,"Latiguillo Cat 6 UTP 0,25mts. Verde",TT,,2,
2583,"Cámara domo 4 en 1, 1080p Starlight, 2.7-13.5mm, IR 70mts. IP67, blanca.",SAFIRE,,2,
2584,"Latiguillo Cat 5 UTP 0,25mts, color azul",TT,,2,
2585,"Lnb Single (1 Receptor), Monoblock 6º (Astra 19.2 - Hot Bird 13), 50-65dB, 0,2dB ruido",ILLUSION,,2,
2586,"Conector rápido SC/PC Multimodo,beige",KEYNET,,2,
2587,ONT GPON / 4GE/ 1POTS / WIFI 2.4/5GHZ AC / USB. Conector SC/APC,HUAWEI,,2,
2588,"Punto de acceso WIFI exterior 60Ghz, 650Mhz, 64Mb RAM, x1 10/100, L3",MIKROTIK,,2,
2589,"Transceptor receptor activo video (Balun) AHD, HD-TVI, HD-CVI, AHD. 1canal",OEM,,2,
2590,"Transceptor emisor activo video (Balun) AHD, HD-TVI, HD-CVI, AHD. 1canal. Compatible con BA615A-RX",OEM,,2,
2591,"DVR 5 n1 de 4ch 4Mpx-n + 1 IP hasta 4Mpx. H.265Pro+, 1 HDD.",SAFIRE,,2,
2592,Splitter óptico 1x8 SC/APC tipo Cassette,TT,,2,
2593,"Modulador HD UHF/VHF 85dB, E. S RF COFDM DVB-T con Calidad MER: &gt35dB. 1080p, con entrada y salida RF. Pantalla LCD y USB",NOVAMAX,,2,
2594,Accesorio para VU+ Zero 4K. Permite poner un HDD de 2.5 externo conectado al receptor,VU+,,2,
2595,Caja 16 F.O. exterior. Admite splitter cassette hasta 1:16,OPTON,,2,
2596,"Latiguillo F.O dúplex. 10mts, SC/APC - SC/APC. 2mm",LIGHTMAX,,2,
2597,"Cable 1F G652D, SM, Plana, 2x3mm, LSZH, exterior, FRP, x2 guìas Kevlar. Bobinas de 1000mts",OPTON,,2,
2598,"Receptor Linux SAT (S2), H.265, 1 Lector tarjetas, Wifi USB opcional",VU+,,2,
2599,"Cámara IP domo, 2.1Mpx, IR 30mts, 2.8mm, H265+, PoE802,3af, IP67, IK10",SAFIRE,,2,
2600,"Cable 8F, G652D, SM, holgada, CPR-FCA, exterior, diámetro 5.3mm. Bobina 2000mts/Corte",KEYNET,,2,
2601,Antena UHF 5G pasiva. 16dB. C48. D/A 28dB. Color blanco,NOVAMAX,,2,
2602,"Receptor Android SAT (S2), 4K UHD, H.265, 1 Lector tarjetas, Wifi integrado, IR",VIARK,,2,
2603,Central alarma AJAX grado 2. Comunicación Ethernet y dual SIM GPRS,AJAX,,2,
2604,"Router AC 2,4/5Ghz, 750mbps, x4 puertos 10/100 y x3 antenas 5dBi",TP-LINK,,2,
2605,"Cámara bullet 4 en 1, 1080p StarLight, 2.7-13.5mm motorizada, IR 70mts. IP67, blanca.",SAFIRE,,2,
2606,"Latiguillo SC/APC - SC/APC, DUPLEX, 100m, LSZH, 4mm, Easy Pass",TT,,2,
2607,"Latiguillo SC/APC - SC/APC, DUPLEX, 20m, LSZH, 4mm, Easy Pass",TT,,2,
2608,"Central Multibanda 5E (UHF1-UHF2-BIII/DAB-BI/FM-SAT) y 2 salidas, 42dB, 117dBnV.",NOVAMAX,,2,
2609,"Receptor SAT 4K (DVB-S2X) + TDT (T2/C), H265, 1 Lector tarjetas, Wifi USB opcional.",APEBOX,,2,
2610,"Switch de 8 puertos 10/100 POE 96W + x2 UPLINK, para sobremesa. Hasta 250 metros",SAFIRE,,2,
2611,"Switch de 4 puertos 10/100 POE 60W + x2 UPLINK, para sobremesa.",SAFIRE,,2,
2612,"Switch de 16 puertos 10/100 POE, 300W, x2 puertos Gigabit, x1 SFP. Sobremesa",SAFIRE,,2,
2613,"DVR 5 n1 de 16ch 4Mpx + 2 IP hasta 4Mpx. H.265+, 1 HDD.",HIKVISION,,2,
2614,"AP 60GHz, 42dBi, 391mm, 650Mhz, 64Mb RAM, puerto 10/100. L3",MIKROTIK,,2,
2615,"AP AC 5GHz, 25dBm, 21dBi, 265mm, 12º, 600Mhz, 256Mb RAM, puerto Gigabit. L3",MIKROTIK,,2,
2616,"Receptor SAT (S2X), FULL HD, H.265, 1 Lector tarjetas, Wifi USB integrado",VIARK,,2,
2617,Nuevo mando oficial para Illusion SA600,ILLUSION,,2,
2618,"Regleta para Racks de 10, 16A, 3 tomas Schuko y con interruptor",PP,,2,
2619,"Latiguillo SC/APC - SC/APC, DUPLEX, 40m, LSZH, 4mm, Easy Pass",TT,,2,
2620,"Latiguillo SC/APC - SC/APC, DUPLEX, 60m, LSZH, 4mm, Easy Pass",TT,,2,
2621,"Latiguillo SC/APC - SC/APC, DUPLEX, 80m, LSZH, 4mm, Easy Pass",TT,,2,
2622,"Amplificador interior 5G de TDT/ Satélite, 2 salidas, 18/22dB. 102/108dBuV",IKUSI,,2,
2623,"Amplificador de Interior 5G, VHF-UHF 22dB, 103dBuV. 4 salidas",IKUSI,,2,
2624,"Amplificador interior 5G de TDT/ Satélite, 4 salidas, 10/14dB. 99/105dBuV",IKUSI,,2,
2625,"Central multibanda 5G, 4E FM - BIII/DAB- UHF1-UHF2 y una salida, 35/38/43/43dB, 126 dBnV",FRACARRO,,2,
2626,Antena UHF Logarítimca LTE 5G C48. 11dB. C48. D/A 36dB.,FRACARRO,,2,
2627,"Cámara IP domo, 4Mpx, IR 30mts, 2.8mm, H265+, PoE802,3af, IP67",SAFIRE,,2,
2628,Antena UHF Yagi LTE 5G. 14dB. C48. D/A 38dB. Color blanco,FRACARRO,,2,
2629,"Antena WIFI MESH repetidora, Tribanda (x1 2,4GHz / x2 5GHz), 26dBm, 4.5dBi, x2 puertos Gb, 4 Cores",MIKROTIK,,2,
2630,Central programable 30 filtros y 4 Entradas (x1 FM / x1 DAB-VHF / x2 UHF). 45dB G113dBu. 20dB ajuste de guanacia. AGC (Control,FRACARRO,,2,
2631,"Amplificador 5G de Interior TDT+Satélie,1 salida,18/22dB, 106/112 dBuV",IKUSI,,2,
2632,Mando original para Qviart Mini 2.,QVIART,,2,
2633,Mando original Qviart Lunix 4 K,QVIART,,2,
2634,"Balun vídeo HD + alimentación, transmisión por cable datos RJ45. 2uds",TECATEL,,2,
2635,"Amplificador de mástil 5G. 2 Entrada. FM+DAB / UHF (C21/48), 22/28dB, Ajustable 15dB, 112/116dBnV",FRACARRO,,2,
2636,Antena UHF Helicoidal 5G. 17dB. C48. D/A 32dB. Color blanco,FRACARRO,,2,
2637,"Kit Amplificador de mástil 5G. 2 Entrada. FM+DAB / UHF (C21/48), 22/28dB, Ajustable 15dB, 112/116dBnV",FRACARRO,,2,
2638,"Amplificador de mástil 5G. 1 Entrada. UHF (C21/48), 42dB, Ajustable 15dB, 116dBnV",FRACARRO,,2,
2639,"Kit Amplificador de mástil 5G. 1 Entrada. UHF (C21/48), 42dB, Ajustable 15dB, 116dBnV",FRACARRO,,2,
2640,"Central programable 50 filtros, 5 Entradas (x1 FM / x4 VHF-UHF). 35-55dB / VHF/UHF 120dBu. AGC (Control automático de ganancia)",FRACARRO,,2,
2641,"Amplificador de Interior 5G, VHF-UHF 25dB, 103dBuV. 2 salidas",IKUSI,,2,
2642,"Ubiquiti LiteBeam 802.11AC, 5GHz AP 16dB 120 grados",UBIQUITI,,2,
2643,Brida cremallera con letrero 100 x 2.5mm (letrerO 25 x 8 mm). Pack 100uds,FIXPOINT,,2,
2644,"Switch para sobremesa con 5 puertos a Gb, caja metálica",TP-LINK,,2,
2645,"Adaptador LC-APC/LC-APC, monomodo, dúplex",LIGHTMAX,,2,
2646,Adaptador SC/PC dúplex multimodo,LIGHTMAX,,2,
2647,Adaptador ST/PC simplex multimodo,LIGHTMAX,,2,
2648,Adaptador SC/PC simplex multimodo,LIGHTMAX,,2,
2649,"Cable CAT6 UTP, Aluminio cobreado, Polietileno (exterior), negro. Bobina 305mts",TECATEL,,2,
2650,Malla expandible 1,LIGHTMAX,,2,
2651,Latiguillo LC/UPC-SC/UPC SM Duplex,LIGHTMAX,,2,
2652,Conversor F.O. a RF/QUAD. Televés,TELEVES,,2,
2653,Conversor óptico/RF Quad FM/DAB/UHF/FI. Televés,TELEVES,,2,
2654,Cable fibra óptica conectorizado FC/PC monomodo 100mts,INVACOM,,2,
2655,Pigtail SC MM ajus 50/125 (900um) 2m,LIGHTMAX,,2,
2656,Pigtail ST MM ajus 50/125 (900um) 2m,LIGHTMAX,,2,
2657,"Relé de contacto seco, control remoto, hasta 3KW, negro",AJAX,,2,
2658,"Cámara IP Wifi bullet, 2.1MPx, IR 30mts. 2.8mm, H.265+, IP67",SAFIRE,,2,
2659,"Antena parabólica Ultradish 5GHz, 445mm, 24.5dBi, 7.7º. Conector Twistport",RF ELEMENTS,,2,
2660,"Soporte TV para Techo 17-32, hasta 20Kg",VARIAS,,2,
2661,Mando a distancia MVISION HD-400S,MVISION,,2,
2662,Mando original NPG 1001A/100PA/101A,NPG,,2,
2663,Tarjeta Extra para holandeses. Canal Digitaal,TT,,2,
2664,"Switch Gestionable de x24 Gigabit, x2 SFP, montaje S/R (sobremesa o rack)",UBIQUITI,,2,
2665,"Cable CAT5e UTP, Cobre, Polietileno (exterior), negro. Bobina 305mts",KEYNET,,2,
2666,"Cable CAT5e FTP, Aluminio Cobreado, Polietileno (exterior), negro. Bobina 305mts",TC,,2,
2667,"Central programable 20 filtros, 5 Entradas: x1SAT G:40dB x1 FM G: 35dB  x1 VHF G:35dB x2 UHF G: 45dB, Salida FM/VHF/UHF 105dBu",JOHANSSON,,2,
2668,"Mando original para Iris 9800HD, 9800HD Combo. Ver modelos compatibles.",IRIS,,2,
2669,Mando original Illusion 1500,ILLUSION,,2,
2670,"Mando original Strong 6200, 6202,6205",STRONG,,2,
2671,"Fuente de alimentación para Qviart T2 de 5V 1,5A",QVIART,,2,
2672,GRAPA 28/9. Para cable telefónico. Color aluminio. Clavex,CLAVEX,,2,
2673,IR infrarrojos para receptores Strong,STRONG,,2,
2674,"Latiguillo F.O. FC/UPC - FC/UPC, SM, 2m",LIGHTMAX,,2,
2675,Inyector de corriente continua blindado,IKUSI,,2,
2676,"Control de Presencia y acceso simple, huella, Tarjeta EM RFID y teclado TCP/IP y USB",ZKTECO,,2,
2677,"Terminal de Control de Presencia para Huellas dactilares, tarjetas RFID y teclado",ANVIZ,,2,
2678,"Control de Presencia y Acceso con sistema biométrico facial con dual sensor, tarjeta y PIN",ANVIZ,,2,
2679,"KIT Amplificador de mástil 1 Entrada. UHF (C21/48), 40dB, Ajustable 15dB, 106dBµV",IKUSI,,2,
2680,"Amplificador de mástil 1 Entrada. UHF (C21/48), 40dB, Ajustable 15dB, 106dBµV",IKUSI,,2,
2681,Antena UHF pasiva. 17dB. C48. D/A 20dB. Verde,IKUSI,,2,
2682,"Control de acceso autónomo acceso por teclado y EM RFIDSalida relay, apto para exterior IP65",OEM,,2,
2683,"Peladora de cable e inserción de Keystone, plástica",TT,,2,
2684,"Regleta para Racks de 19, 16A, x8 Schuko + interruptor, en aluminio",TT,,2,
2685,"Crimpadora para conectores RJ10, RJ11, RJ12, RJ45. Corta y pela el cable. Metálica",TT,,2,
2686,Pelacables de 1 única cuchilla para cable coaxial,TT,,2,
2687,"Central multibanda 4E (UHF1 - UHF2- BIII-DAB) y 2 salidas, 42dB, 118 dBuV 4G / 5G",NOVAMAX,,2,
2688,"Central multibanda 5E (UHF1 - UHF2- BIII/DAB-SAT) y 2 salidas, 42dB, 118 dBnV",NOVAMAX,,2,
2689,"Amplificador de mástil 5G, 2 Entradas. UHF/ Mezcla satélite, 30dB, ajustable 20dB,104/107dBuV",NOVAMAX,,2,
2690,"Amplificador de mástil 5G. 3 Entrada. UHF/FM/DAB (C21/48), 35/30/25dB, Ajustable 20dB, 107dBµV. Regulación individual",NOVAMAX,,2,
2691,"Receptor SAT (S2)+ Tarjeta Vlaanderen, FULL HD, H.265, Wifi integrado y PVR",M7,,2,
2692,"Receptor SAT (S2)+ Tarjeta Telesat, FULL HD, H.265, Wifi integrado y PVR",M7,,2,
2693,"Antena parabólica Gama Alta de 79x71cms, 37,10dB, acero galvanizado. Embalaje individual",TRIAX,,2,
